epoch,train_loss,train_acc,val_loss,val_acc,lr,time_elapsed
62,0.18336453437805175,0.9208333333333333,0.8080170684390597,0.8333333333333334,0.001,6.518892049789429
63,0.15881042045851548,0.9375,0.8155806594424777,0.8333333333333334,0.001,6.6249566078186035
64,0.177183136343956,0.9166666666666666,0.8153631157345242,0.6666666666666666,0.001,6.728727579116821
65,0.2365319696565469,0.9166666666666666,0.7685176995065477,0.6666666666666666,0.001,6.831982374191284
66,0.18298034593462945,0.9208333333333333,1.0712476306491427,0.6666666666666666,0.001,6.936088800430298
67,0.15813887417316436,0.9375,0.8175464603636,0.6666666666666666,0.001,7.039151668548584
68,0.14471049184600512,0.95,0.8532573249604967,0.7777777777777778,0.001,7.142246246337891
69,0.15409304574131966,0.9541666666666667,0.9119676185978783,0.7222222222222222,0.001,7.2454047203063965
70,0.1627154305577278,0.9208333333333333,1.0739729669358995,0.7222222222222222,0.001,7.349485397338867
71,0.13782856216033298,0.9458333333333333,0.8796065780851576,0.7222222222222222,0.001,7.455366611480713
72,0.13420560310284296,0.9541666666666667,1.076403061548869,0.7222222222222222,0.001,7.560303211212158
73,0.1440792349477609,0.95,1.0079913139343262,0.7777777777777778,0.001,7.6584930419921875
74,0.11882716293136279,0.9583333333333334,0.9963890711466471,0.7222222222222222,0.001,7.75414514541626
75,0.11615038936336836,0.95,0.9502103328704834,0.8333333333333334,0.001,7.8692946434021
76,0.14464590065181254,0.9375,0.9400955273045434,0.7222222222222222,0.001,7.962337255477905
77,0.09920196061333021,0.9625,0.9028257330258688,0.7222222222222222,0.001,8.052531242370605
78,0.09642598380645116,0.975,0.9250412318441603,0.6666666666666666,0.001,8.143162965774536
79,0.11496870294213295,0.9625,1.1545726988050673,0.7222222222222222,0.001,8.235854625701904
80,0.11038629561662675,0.9708333333333333,0.9710692167282104,0.7777777777777778,0.001,8.326839923858643
81,0.15299891432126364,0.9416666666666667,1.108550336625841,0.7222222222222222,0.001,8.418624639511108
82,0.10320316553115845,0.9708333333333333,1.2035877514216635,0.7222222222222222,0.001,8.503899335861206
83,0.1037088950475057,0.9666666666666667,1.040202220280965,0.7222222222222222,0.001,8.593387842178345
84,0.08923394108812015,0.9625,1.10494597752889,0.7777777777777778,0.001,8.690203428268433
85,0.0841103176275889,0.975,0.9702296853065491,0.7222222222222222,0.001,8.78334665298462
86,0.10026339242855707,0.9625,1.0419880681567721,0.7777777777777778,0.001,8.883120775222778
87,0.10196353246768315,0.9666666666666667,1.0974011156294081,0.7777777777777778,0.001,8.990818500518799
88,0.07320382160445055,0.9875,1.0602143870459662,0.7222222222222222,0.001,9.095147848129272
89,0.06575024190048377,0.9791666666666666,1.0239632527033489,0.7222222222222222,0.001,9.202829122543335
90,0.0579806229720513,0.9875,1.0341908037662506,0.7777777777777778,0.001,9.309799909591675
91,0.07013697537283102,0.9875,1.3987258275349934,0.7222222222222222,0.001,9.414429903030396
92,0.12342572982112567,0.9541666666666667,1.0274373094240825,0.6666666666666666,0.001,9.518020391464233
93,0.16288830153644085,0.9333333333333333,1.5446861055162218,0.6666666666666666,0.001,9.622204065322876
94,0.09588885394235452,0.975,0.9920564360088773,0.6666666666666666,0.001,9.726814270019531
95,0.05900846611087521,0.9916666666666667,1.0391352044211493,0.7777777777777778,0.001,9.828926086425781
96,0.05483876032133897,0.9958333333333333,1.0772068632973566,0.7777777777777778,0.001,9.931721687316895
97,0.048145431590576965,0.9916666666666667,1.0647836791144476,0.7777777777777778,0.001,10.037270545959473
98,0.048537404152254264,1.0,1.1683847374386258,0.7777777777777778,0.001,10.140129566192627
99,0.04611340792228778,0.9958333333333333,1.1677725712458293,0.7777777777777778,0.001,10.247956991195679
100,0.04025341545542081,1.0,1.1155254145463307,0.7777777777777778,0.001,10.353062868118286
